ASC_Name,Provider_ID,NPI,City,State,Zip_Code,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_8_Rate,ASC_8_Footnote,ASC_9_Rate,ASC_9_Footnote,ASC_10_Rate,ASC_10_Footnote,ASC_11_Rate,ASC_11_Footnote,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_RSHV_Rate,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote
HILO COMMUNITY SURGERY CENTER,12C0001010,1891759601,HILO,HI,96720,0,,0,,0,,2.488,,37.5,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HOUMA OUTPATIENT SURGERY CENTER,19C0001016,1891763157,METAIRIE,LA,70006,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
REGIONAL HAND CENTER OF CENTRAL CALIFORNIA INC,05C0001601,1891770814,FRESNO,CA,93720,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NOVAMED SURGERY CENTER OF BATON ROUGE LLC,19C0001098,1891772547,BATON ROUGE,LA,70810,0,,0,,0,,0,,68.09,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MINOR AND JAMES MEDICAL PLLC,50C0001070,1891776233,SEATTLE,WA,98104,0,,0,,0,,0,,100,,99.3,,98.38,,N/A,5,499,No Different than the National Rate,12,8.4,16.8,
CATARACT CENTER FOR THE ADIRONDACKS,33C0001046,1891784955,PLATTSBURGH,NY,12901,0.648,,0,,0,,0,,90.91,,N/A,5,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5
ROCKWALL HEATH SURGERY CENTER LLP,45C0001373,1891788584,HEATH,TX,75032,0,,0,,0,,0,,98.55,,100,,98.51,,N/A,5,48,No Different than the National Rate,13,8.8,18.9,
NORTHEAST OHIO SURGERY CENTER LLC,36C0001163,1891793915,ORANGE VILLAGE,OH,44122,0,,0,,0,,0,,55,,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
LINCOLN SURGERY ENDOSCOPY SERVICES LLC,28C0001033,1891798583,LINCOLN,NE,68506,0,,0,,0,,0,,96.15,,95.54,,98.21,,N/A,5,368,No Different than the National Rate,11.8,8.1,16.6,
INTERSTATE AMBULATORY SURGERY CENTER,38C0001030,1891859773,PORTLAND,OR,97227,0,,0,,0,,0,,85.54,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AURORA SURGERY CENTER LP,05C0001535,1891870986,PALM DESERT,CA,92260,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS SURGICAL CENTER,28C0001012,1891875175,LINCOLN,NE,68506,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTRO SURGI CENTER OF NEW JERSEY,31C0001111,1891881926,MOUNTAINSIDE,NJ,7092,0,,0,,0,,0,,100,,74.99,,75,,N/A,5,765,No Different than the National Rate,10.3,7.3,14.6,
GARDEN STATE SURGICAL CENTER LLC,31C0001089,1891882031,FAIR LAWN,NJ,7410,0,,0,,0,,0,,90.74,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE CARE MEDICAL CENTER,05C0001619,1891889945,SAN CARLOS,CA,94070,0,,0,,0,,0,,N/A,1,98.71,,98.74,,N/A,5,255,No Different than the National Rate,11.8,8.2,16.9,
RED ROCK SURGERY CENTER,29C0001078,1891930392,LAS VEGAS,NV,89117,0,,0,,0,,0,,94.52,,N/A,5,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5
EAST CAMPUS SURGERY CENTER LLC,15C0001087,1891935201,INDIANAPOLIS,IN,46218,0,,0,,0.928,,1.391,,99.26,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MISSISSIPPI EYE SURGERY CENTER,25C0001054,1891951885,OCEAN SPRINGS,MS,39564,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
G AND G INTERNATIONAL LLC,36C0001230,1891992889,PAINESVILLE,OH,44077,0,,0,,0,,0,,80,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ROME SURGICAL CENTER PC,11C0001308,1902020522,ROME,GA,30165,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS AMBULATORY SURGERY CENTER LLC,45C0001320,1902036049,HOUSTON,TX,77063,0,,0,,0,,0,,96.34,,100,,100,,N/A,5,962,No Different than the National Rate,11.8,8.5,16.3,
GREATER SPRINGFIELD SURGERY CENTER LLC,22C0001075,1902039936,SPRINGFIELD,MA,1107,0,,0,,0,,0,,65.31,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CORONA OUTPATIENT SURGICENTER LLC,05C0001925,1902042658,CORONA,CA,92882,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AESTHETIC AND GENERAL DERMATOLOGY OF SEATTLE,50C0001301,1902043284,BURIEN,WA,98168,0,,0,,0,,0,,60,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER LLC,52C0001085,1902052350,FRANKLIN,WI,53132,0,,0,,0,,0.591,,59.72,,100,,70,,N/A,5,51,No Different than the National Rate,12,7.9,17.8,
MEADOWBROOK ENDOSCOPY CENTER,33C0001105,1902070832,WESTBURY,NY,11590,0,,0,,0,,0.628,,100,,86.77,,76.82,,N/A,5,813,No Different than the National Rate,10.6,7.6,14.9,
PLAINFIELD SURGERY CENTER LLC,14C0001139,1902078207,PLAINFIELD,IL,60585,0,,0,,0,,0,,68.09,,36.67,,94.51,,N/A,5,200,No Different than the National Rate,12.2,8.4,17.5,
CENTER FOR DIGESTIVE ENDOSCOPY,10C0001367,1902079775,ORLANDO,FL,32803,0,,0,,0,,0.476,,57.14,,100,,100,,N/A,5,1180,No Different than the National Rate,11.7,8.6,15.9,
TURTLE CREEK SURGERY CENTER,45C0001356,1902090822,TYLER,TX,75701,N/A,5,N/A,5,N/A,5,N/A,5,88.24,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PERIMETER SURGICAL CENTER INC,36C0001236,1902095417,DUBLIN,OH,43016,0,,0,,0,,0,,62.5,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
METRO SPECIALTY SURGERY CENTER LLC,15C0001174,1902134372,JEFFERSONVILLE,IN,47130,0,,3.759,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OXFORD VALLEY PAIN AND SURGICAL CENTER INC,39C0001307,1902140577,LANGHORNE,PA,19047,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DENVER SURGICENTER LLC,06C0001081,1902204654,DENVER,CO,80230,0,,0,,0,,0,,94.74,,97.92,,100,,N/A,5,460,No Different than the National Rate,13.1,9.2,18.7,
21 READE PLACE ASC LLC,33C0001150,1902215148,POUGHKEEPSIE,NY,12601,0,,0,,0,,0,,92.59,,85.63,,16.27,,N/A,5,504,No Different than the National Rate,13.1,9.3,18.2,
TEXAS ENDOSCOPY CENTERS LLC,45C0001391,1902218456,PLANO,TX,75025,0,,0,,0,,0,,100,,91.28,,87.65,,N/A,5,551,No Different than the National Rate,11.8,8.3,16.5,
REGINALD SAMPSON MD A PROFESSIONAL CORPORATION,55C0001037,1902221021,LANCASTER,CA,93534,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PROVIDENCE HEALTH AND SERVICES WASHINGTON,50C0001311,1902228455,SPOKANE VALLEY,WA,99216,3.717,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
MURRIETA SPECIALTY SURGERY CENTER PC A,05C0002139,1902284045,MURRIETA,CA,92562,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CATARACT AND SURGICAL CENTER OF LUBBOCK LLC,45C0001310,1902802036,LUBBOCK,TX,79424,0,,0,,0,,0,,78.95,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HIGH PLAINS SURGERY CENTER,53C0001003,1902803158,CHEYENNE,WY,82001,N/A,5,N/A,5,N/A,5,N/A,5,91.04,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EAST METRO ASC LLC,24C0001025,1902805278,LAKE ELMO,MN,55042,0,,0,,0,,0,,64.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF SCOTTSDALE,03C0001247,1902807159,SCOTTSDALE,AZ,85260,0,,0,,0,,0,,75.86,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS ENDOSCOPY CENTER LTD LLP,45C0001320,1902815749,HOUSTON,TX,77063,N/A,5,N/A,5,N/A,5,N/A,5,96.34,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CATARACT AND VISION CENTER OF HAWAII LLC,12C0001006,1902825821,HONOLULU,HI,96817,0,,0,,0,,0,,42.86,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER LLC,15C0001130,1902831225,CARMEL,IN,46032,0,,0,,0,,0,,88.89,,100,,100,,N/A,5,325,No Different than the National Rate,14.2,9.9,20.6,
COASTAL SURGERY CENTER LLC,10C0001464,1902832405,JACKSONVILLE,FL,32216,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001047,1902834922,MESA,AZ,85204,0.368,,0,,0,,0,,48.08,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MARINER SURGERY CENTER,10C0001386,1902838402,SPRING HILL,FL,34609,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001097,1902840986,NOGALES,AZ,85621,0,,0,,0,,0,,83.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MASON CITY AMBULATORY SURGERY CENTER LLC,16C0001024,1902841398,MASON CITY,IA,50401,0.456,,0,,0,,0.912,,93.84,,100,,100,,N/A,5,562,No Different than the National Rate,13.6,9.7,19.2,
SOUTH ARLINGTON SURGICAL PROVIDERS INC,45C0001234,1902844426,ARLINGTON,TX,76018,0,,0,,0,,0,,69.64,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHSIDE FOOT AND ANKLE OUTPATIENT SURGICAL CENTER INC,11C0001051,1902848286,NORCROSS,GA,30092,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHSIDE FOOT AND ANKLE OUTPATIENT SURGICAL CENTER INC,11C0001083,1902848286,GAINESVILLE,GA,30501,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER LLC,14C0001047,1902849227,BELLEVILLE,IL,62226,0,,0,,0,,0,,92.59,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NOVAMED SURGERY CENTER OF DALLAS,45C0001334,1902850506,DALLAS,TX,75252,0,,0,,0,,0,,100,,66.41,,46.91,,N/A,5,196,No Different than the National Rate,12.4,8.6,17.8,
DAYTIME OUTPATIENT SURGERY CENTER,45C0001272,1902850571,FORT WORTH,TX,76132,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BEVERLY HILLS SURGERY CENTER LP,05C0001745,1902851009,BEVERLY HILLS,CA,90212,0,,0,,0,,0,,73.63,,92.86,,N/A,1,N/A,5,399,No Different than the National Rate,10.5,7.4,14.9,
MIDTOWN UROLOGY SURGICAL CENTER PC,11C0001073,1902852841,ATLANTA,GA,30324,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NEW SMYRNA BEACH AMBULATORY CARE CENTER INC,10C0001180,1902853195,NEW SMYRNA BEACH,FL,32168,0,,0,,0,,0,,42.86,,N/A,5,N/A,5,100,,102,No Different than the National Rate,11.5,7.9,16.8,
TORRANCE SURGERY CENTER LP,05C0001532,1902860414,TORRANCE,CA,90505,0,,0,,0,,0,,78.43,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VISION GROUP ASC LLC,04C0001065,1902860679,FORT SMITH,AR,72901,0,,0,,0,,0,,94.12,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PIEDMONT LLC,11C0001185,1902861941,ATLANTA,GA,30309,0,,0,,0,,0,,81.62,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OAK AND MAIN SURGICENTER LLC,31C0001096,1902863723,VINELAND,NJ,8360,0,,0,,0,,0,,80.43,,53.93,,77.11,,N/A,5,78,No Different than the National Rate,12.9,8.8,19.1,
SPOKANE SURGERY CENTER LTD PS,50C0001020,1902864879,SPOKANE VALLEY,WA,99206,0,,0,,0,,0,,81.82,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTRAL PARK ENDOSCOPY CENTER LLC,45C0001291,1902875438,BEDFORD,TX,76022,0,,0,,0,,2.031,,84.75,,94.39,,88.56,,N/A,5,866,No Different than the National Rate,11.3,8,15.7,
THE SURGERY CENTER AT CRANBERRY,39C0001153,1902876212,CRANBERRY TOWNSHIP,PA,16066,0,,0,,0,,2.132,,70.73,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CULPEPER SURGERY CENTER LLC,49C0001028,1902877509,CULPEPER,VA,22701,0,,0,,0,,0.695,,87.88,,92.12,,93.05,,N/A,5,212,No Different than the National Rate,11.6,8.1,17.1,
AMBULATORY SURGICAL CENTER OF MORRIS COUNTY INC,31C0001038,1902877715,CEDAR KNOLLS,NJ,7927,0,,0,,0,,0.598,,52.22,,94.41,,95.74,,N/A,5,518,No Different than the National Rate,12.4,8.7,17.5,
SAVANNAH PLASTIC SURGICENTER,11C0001041,1902882160,SAVANNAH,GA,31406,0,,0,,0,,0,,96.67,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CAROMONT HEALTH SERVICES INC,34C0001101,1902895675,GASTONIA,NC,28054,0,,0,,0,,0.777,,96.3,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LEWISBURG PLASTIC SURGERY AND LASER CENTER,39C0001128,1902899289,LEWISBURG,PA,17837,0,,0,,0,,0,,96.15,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGERY CENTER OF TUCSON INC,03C0001053,1902958226,TUCSON,AZ,85716,0,,0,,0,,0,,93.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RIVA ROAD SURGICAL CENTER LLC,21C0001449,1902959190,ANNAPOLIS,MD,21401,0,,0,,0,,0.457,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHERRY STREET SURGERY CENTER LLC,37C0001033,1902960198,TULSA,OK,74104,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SINUS SURGERY CENTER IDAHO PA,13C0001062,1902960206,MERIDIAN,ID,83642,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
4TH STREET LASER AND SURGERY CENTER INC,05C0001428,1902964174,SANTA ROSA,CA,95404,0,,0.591,,0,,0,,87.5,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SEASHORE AMBULATORY SURGERY CENTER,31C0001170,1902969439,NORTHFIELD,NJ,8225,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LANE SURGERY CENTER LLC,38C0001040,1902981558,EUGENE,OR,97401,0,,0,,0,,0,,72.73,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WESTERN MARYLAND EYE SURGICAL CENTER,21C0001084,1902991979,FREDERICK,MD,21701,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR ENDOSCOPY INC,10C0001392,1912018086,SARASOTA,FL,34239,0,,0,,0,,0,,77.5,,N/A,5,N/A,5,N/A,5,1275,No Different than the National Rate,9.8,7,13.5,
VENTURA SURGERY CENTER INC,05C0001688,1912018706,VENTURA,CA,93003,0,,0,,0,,0,,90.48,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CROISAN RIDGE SURGERY CENTER LLC,38C0001062,1912045154,SALEM,OR,97306,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BELMAR AMBULATORY SURGICAL CENTER LLC,06C0001093,1912053570,LAKEWOOD,CO,80226,N/A,5,N/A,5,N/A,5,N/A,5,96.88,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HAWAIIAN EYE CENTER INC,12C0001000,1912080672,WAHIAWA,HI,96786,0,,0,,0,,0,,90.91,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BETZ OPHTHALMOLOGY ASSOCIATES PC,39C0001229,1912085333,LEWISBURG,PA,17837,0,,0,,0,,0,,70,,N/A,5,N/A,5,61.76,,N/A,N/A,N/A,N/A,N/A,5
MEDSTAR SURGERY CENTER AT LAFAYETTE CENTRE LLC,09C0001001,1912090432,WASHINGTON,DC,20036,0,,0,,0,,0,,100,,92.03,,88.24,,N/A,5,125,No Different than the National Rate,11.7,8.1,17.1,
APOGEE OUTPATIENT SURGERY CENTER,05C0001471,1912094509,REDDING,CA,96001,N/A,5,N/A,5,N/A,5,N/A,5,97.87,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EVANSVILLE SURGERY CENTER ASSOCIATES LLC,15C0001060,1912096785,EVANSVILLE,IN,47710,0,,0,,0,,0.681,,47.22,,92.31,,N/A,1,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NEW LEXINGTON CLINIC PSC,18C0001025,1912097700,LEXINGTON,KY,40504,0,,0,,0,,1.033,,81.48,,17.61,,7.27,,N/A,5,727,No Different than the National Rate,10.9,7.7,15.1,
SURGCENTER OF BEL AIR,21C0001483,1912158684,BEL AIR,MD,21014,0,,0,,0,,1.189,,95.12,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,27C0001019,1912174996,GREAT FALLS,MT,59404,0,,0,,0,,0,,93.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER AT TANASBOURNE LLC,38C0001090,1912177163,HILLSBORO,OR,97124,0,,0,,0,,0,,84.85,,99.33,,100,,N/A,5,40,No Different than the National Rate,12.6,8.5,18.5,
SURGICARE SURGICAL ASSOCIATES OF RIDGEWOOD LLC,31C0001239,1912199258,RIDGEWOOD,NJ,7450,0,,0,,0,,0,,61.97,,N/A,1,N/A,5,N/A,5,264,No Different than the National Rate,12,8.3,17.1,
ALASKA EYE SURGERY AND LASER CENTER INC,02C0001013,1912202896,ANCHORAGE,AK,99501,4.843,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUNERGY OUTPATIENT SURG CTR FT MYERS,10C0001553,1912209800,FORT MYERS,FL,33966,0,,0,,0,,0,,96.15,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGCENTER ON DRY CREEK,06C0001129,1912235961,ENGLEWOOD,CO,80112,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ATLANTIC SURGICAL CENTER LLC,05C0001964,1912239062,MONTEREY PARK,CA,91754,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ROCKWOOD EYE SURGERY CENTER,50C0001024,1912252693,SPOKANE,WA,99202,0,,0,,0,,0,,78.26,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BRASELTON ENDOSCOPY CENTER LLC,11C0001395,1912265653,BRASELTON,GA,30517,0,,0,,0,,0,,80.77,,100,,100,,N/A,5,434,No Different than the National Rate,13.3,9.4,18.9,
HARBORSIDE SURERY CENTER LLC,21C0001535,1912267592,NATIONAL HARBOR,MD,20745,0,,0,,0,,0,,81.18,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VILLAGES REGIONAL HOSPITAL SURGERY CENTER LLC,10C0001598,1912317538,THE VILLAGES,FL,32159,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
PREMIER SPECIALTY SURGICAL CENTER LLC,05C0002067,1912322595,WEST HILLS,CA,91307,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR PAIN MANAGEMENT AMBULATORY SURGERY LTD,24C0001079,1912329871,ALEXANDRIA,MN,56308,0,,0,,0,,0,,73.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE HEALTH ENDOSCOPY CENTER LLC,34C0001169,1912340944,FAYETTEVILLE,NC,28306,0,,0,,0,,0,,88,,95.41,,81.11,,N/A,5,662,No Different than the National Rate,11.6,8.3,16.2,
DAVENPORT AMBULATORY SURGERY CENTER LLC,10C0001600,1912378357,DAVENPORT,FL,33837,0,,0,,0,,0,,N/A,5,85.75,,60.53,,100,,86,No Different than the National Rate,12.8,8.8,18.7,
SURGICAL CENTER OF PEAK ENDOSCOPY LLC,06C0001155,1912388026,COLORADO SPRINGS,CO,80907,0,,0,,0,,0,,N/A,5,74.55,,71.11,,N/A,5,76,No Different than the National Rate,12.4,8.4,18.2,
SUMMIT AMBULATORY SURGERY CENTER,21C0001142,1912434697,COLUMBIA,MD,21044,N/A,5,N/A,5,N/A,5,N/A,5,74.19,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LUBBOCK SURGERY CENTER,45C0001630,1912447418,LUBBOCK,TX,79410,0,,0,,0,,0,,70.83,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WEST COAST ENDOSCOPY CENTER,10C0001373,1912900143,CLEARWATER,FL,33756,0,,0,,0,,0,,64,,97.78,,96.88,,N/A,5,556,No Different than the National Rate,13,9.3,17.9,
SOUTHERN SURGERY CENTER LLC,25C0001028,1912906157,HATTIESBURG,MS,39401,0.39,,0,,0,,0,,58.14,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE UROLOGY CENTER PC,28C0001002,1912909144,OMAHA,NE,68114,0,,0,,0,,0,,87.78,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KIPS BAY ENDOSCOPY CENTER LLC,33C0001078,1912909169,NEW YORK,NY,10016,0,,0,,0,,0.478,,93.48,,53.03,,66.73,,N/A,5,1136,No Different than the National Rate,12,8.9,16.3,
CENTENNIAL SURGERY CENTER,31C0001123,1912909433,VOORHEES,NJ,8043,0,,0,,0,,0.486,,91.82,,12.5,,95.83,,N/A,5,1060,No Different than the National Rate,11.9,8.5,16.4,
SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,39C0001017,1912933680,WEST MIFFLIN,PA,15122,0,,0,,0,,2.967,,87.07,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KALISPELL REGIONAL MEDICAL CENTER INC,27C0001022,1912945544,KALISPELL,MT,59901,0,,0,,0,,2.809,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PASTEUR PLAZA SURGERY CENTER LP,45C0001314,1912965963,SAN ANTONIO,TX,78229,0,,0,,0,,1.01,,65.56,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED SURGERY CENTER LLC,15C0001070,1912971326,LAFAYETTE,IN,47905,0,,0,,0,,0,,84.21,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MEDICAL ARTS SURGERY CENTER AT SOUTH MIAMI,10C0001460,1912982349,MIAMI,FL,33143,0,,0,,0,,0,,88.34,,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
HOSPITAL SAN ANTONIO INC,40C0001024,1912987629,MAYAGUEZ,PR,680,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,7
BOISE ENDOSCOPY CENTER LLC,13C0001057,1912992900,MERIDIAN,ID,83642,0,,0,,0,,0,,75,,86.43,,92.07,,N/A,5,670,No Different than the National Rate,12.8,9.1,17.8,
SURGICENTER OF KANSAS CITY LLC,26C0001002,1912993833,KANSAS CITY,MO,64131,0,,0,,0,,0,,89.41,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EAST OREGON SURGERY CENTER LLC,38C0001047,1922003052,PENDLETON,OR,97801,0,,0,,0,,0,,8.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER OF COLORADO PC,06C0001011,1922005610,WESTMINSTER,CO,80031,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LOWERY A WOODALL OUTPATIENT SURGERY FACILITY LLC,25C0001004,1922011501,HATTIESBURG,MS,39401,1.434,23,0.478,,0.478,23,2.387,23,83.26,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE DISEASE CENTER,04C0001031,1922016898,PINE BLUFF,AR,71613,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,44,No Different than the National Rate,12.5,8.5,18.2,
CASCADE SURGERY CENTER LLC,38C0001075,1922022425,GRANTS PASS,OR,97526,0,,0,,0,,0,,61.9,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAN DIEGO EYE COR INC,05C0001011,1922027176,SAN DIEGO,CA,92103,0,,0,,0,,0,,100,,N/A,5,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5
